playerID,awardID,yearID,lgID,tie,notes,lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID,GoldGlove,MVP
heckegu01,"Triple Crown",1884,AA,NULL,,6058,heckegu01,heckegu01m,,1856,4,3,USA,PA,Youngsville,1938,12,3,USA,OH,Wooster,Guy,Hecker,NULL,"Guy Jackson",NULL,190,72.0,R,R,1882-05-02,1890-09-30,,heckegu01,heckegu01,heckg101,heckegu01,heckegu01,0,0
grievbe01,"Rookie of the Year",1998,AL,NULL,,5476,grievbe01,,,1976,5,4,USA,TX,Arlington,NULL,NULL,NULL,NULL,NULL,NULL,Ben,Grieve,NULL,Benjamin,NULL,220,76.0,L,R,1997-09-03,2005-10-02,,grievbe01,grievbe01,grieb001,grievbe01,grievbe01,0,0
keefeti01,"Triple Crown",1888,NL,NULL,,7322,keefeti01,,keefeti01h,1857,1,1,USA,MA,Cambridge,1933,4,23,USA,MA,Cambridge,Tim,Keefe,NULL,"Timothy John","Smiling Tim,Sir Timothy",185,NULL,R,R,1880-08-06,1893-08-15,,keefeti01,keefeti01,keeft101,keefeti01,keefeti01,0,0
counscr01,"NLCS MVP",2001,NL,NULL,,2918,counscr01,,,1970,8,21,USA,IN,"South Bend",NULL,NULL,NULL,NULL,NULL,NULL,Craig,Counsell,NULL,"Craig John",NULL,180,72.0,L,R,1995-09-17,NULL,"Notre Dame",counscr01,counscr01,counc001,counscr01,counscr01,0,0
duffyhu01,"Triple Crown",1894,NL,NULL,,3841,duffyhu01,duffyhu01m,duffyhu01h,1866,11,26,USA,RI,Cranston,1954,10,19,USA,MA,Boston,Hugh,Duffy,NULL,Hugh,"Sir Hugh",168,67.0,R,R,1888-06-23,1906-04-13,,duffyhu01,duffyhu01,duffh101,duffyhu01,duffyhu01,0,0
lajoina01,"Triple Crown",1901,AL,NULL,,7874,lajoina01,lajoina01m,lajoina01h,1874,9,5,USA,RI,Woonsocket,1959,2,7,USA,FL,"Daytona Beach",Nap,Lajoie,NULL,Napoleon,"Larry,Poli",195,73.0,R,R,1896-08-12,1916-08-26,,lajoina01,lajoina01,lajon101,lajoina01,lajoina01,0,0
hoffmtr01,"Rolaids Relief",1998,NL,NULL,,6428,hoffmtr01,,,1967,10,13,USA,CA,Bellflower,NULL,NULL,NULL,NULL,NULL,NULL,Trevor,Hoffman,NULL,"Trevor William",NULL,205,72.0,R,R,1993-04-06,NULL,,hoffmtr01,hoffmtr01,hofft001,hoffmtr01,hoffmtr01,0,0
zitoba01,"Cy Young",2002,AL,NULL,,15749,zitoba01,,,1978,5,13,USA,NV,"Las Vegas",NULL,NULL,NULL,NULL,NULL,NULL,Barry,Zito,NULL,"Barry William",NULL,205,76.0,L,L,2000-07-22,NULL,USC,zitoba01,zitoba01,zitob001,zitoba01,zitoba01,0,0
wadderu01,"Triple Crown",1905,AL,NULL,,14672,wadderu01,,wadderu01h,1876,10,13,USA,PA,Bradford,1914,4,1,USA,TX,"San Antonio",Rube,Waddell,NULL,"George Edward",NULL,196,NULL,R,L,1897-09-08,1910-08-01,,wadderu01,wadderu01,waddr101,wadderu01,wadderu01,0,0
hernaor01,"ALCS MVP",1999,AL,NULL,,6211,hernaor01,,,1965,10,11,Cuba,,"Villa Clara",NULL,NULL,NULL,NULL,NULL,NULL,Orlando,Hernandez,NULL,"Orlando (Pedroso)","El Duque",220,74.0,R,R,1998-06-03,2007-09-30,,hernaor01,hernaor01,herno001,hernaor01,hernaor01,0,0
riverma01,"Rolaids Relief",1999,AL,NULL,,12000,riverma01,,,1969,11,29,Panama,,"Panama City",NULL,NULL,NULL,NULL,NULL,NULL,Mariano,Rivera,NULL,Mariano,"Mo,Super Mariano,The Sandman",170,74.0,R,R,1995-05-23,NULL,,riverma01,riverma01,rivem002,riverma01,riverma01,0,0
hinsker01,"Rookie of the Year",2002,AL,NULL,,15818,hinsker01,,,1977,8,5,USA,WI,Menasha,NULL,NULL,NULL,NULL,NULL,NULL,Eric,Hinske,NULL,"Eric Scott",NULL,225,74.0,L,R,2002-04-01,NULL,Arkansas,NULL,NULL,hinse001,NULL,hinsker01,0,0
glaustr01,"WS MVP",2002,ML,NULL,,5176,glaustr01,,,1976,8,3,USA,CA,Tarzana,NULL,NULL,NULL,NULL,NULL,NULL,Troy,Glaus,NULL,"Troy Edward",NULL,245,77.0,R,R,1998-07-31,NULL,,glaustr01,glaustr01,glaut001,glaustr01,glaustr01,0,0
wagnebi02,"Rolaids Relief",1999,NL,NULL,,14684,wagnebi02,,,1971,7,25,USA,VA,Tannersville,NULL,NULL,NULL,NULL,NULL,NULL,Billy,Wagner,NULL,"William Edward","Billy the Kid",180,70.0,L,L,1995-09-13,NULL,"Ferrum JC",wagnebi02,wagnebi02,wagnb001,wagnebi02,wagnebi02,0,0
gagneer01,"Cy Young",2003,NL,NULL,,4817,gagneer01,,,1976,1,7,CAN,PQ,Montreal,NULL,NULL,NULL,NULL,NULL,NULL,Eric,Gagne,NULL,NULL,NULL,195,74.0,R,R,1999-09-07,2008-09-25,,gagneer01,gagneer01,gagne001,gagneer01,gagneer01,0,0
alexape01,"Triple Crown",1915,NL,NULL,,140,alexape01,,alexape01h,1887,2,26,USA,NE,Elba,1950,11,4,USA,NE,St.Paul,Pete,Alexander,NULL,"Grover Cleveland","Old Pete",185,73.0,R,R,1911-04-15,1930-05-28,,alexape01,alexape01,alexg102,alexape01,alexape01,0,0
sievero01,"Rookie of the Year",1949,AL,NULL,,13036,sievero01,,sievero01h,1926,11,18,USA,MO,"St. Louis",NULL,NULL,NULL,NULL,NULL,NULL,Roy,Sievers,NULL,"Roy Edward",Squirrel,195,73.0,R,R,1949-04-21,1965-05-09,,sievero01,sievero01,sievr101,sievero01,sievero01,0,0
palmede01,"Silver Slugger",1998,AL,NULL,3B,10846,palmede01,,,1968,12,27,USA,FL,Tallahassee,NULL,NULL,NULL,NULL,NULL,NULL,Dean,Palmer,NULL,"Dean William",NULL,195,74.0,R,R,1989-09-01,2003-05-09,Florida,palmede01,palmede01,palmd002,palmede01,palmede01,0,0
willido03,"Rookie of the Year",2003,NL,NULL,,16728,willido03,,,1982,1,12,USA,CA,Oakland,NULL,NULL,NULL,NULL,NULL,NULL,Dontrelle,Willis,NULL,"Dontrelle Wayne",D-Train,195,76.0,L,L,2003-05-09,NULL,None,NULL,NULL,willd003,NULL,willido03,0,0
posadjo01,"Silver Slugger",2000,AL,NULL,C,11390,posadjo01,,,1971,8,17,P.R.,NULL,Santurce,NULL,NULL,NULL,NULL,NULL,NULL,Jorge,Posada,NULL,"Jorge Rafael (Villeta)",NULL,190,74.0,B,R,1995-09-04,NULL,"Calhoon CC",posadjo01,posadjo01,posaj001,posadjo01,posadjo01,0,0
beckejo02,"WS MVP",2003,ML,NULL,,827,beckejo02,,,1980,5,15,USA,TX,Spring,NULL,NULL,NULL,NULL,NULL,NULL,Josh,Beckett,NULL,NULL,NULL,190,76.0,R,R,2001-09-04,NULL,,beckejo02,beckejo02,beckj002,beckejo02,beckejo02,0,0
hendrge01,"Silver Slugger",1980,NL,NULL,OF,6129,hendrge01,,,1949,10,18,USA,CA,"Los Angeles",NULL,NULL,NULL,NULL,NULL,NULL,George,Hendrick,NULL,"George Andrew (Jr.)",NULL,195,75.0,R,R,1971-06-04,1988-10-02,"East Los Angeles JC",hendrge01,hendrge01,hendg001,hendrge01,hendrge01,0,0
ramirma02,"WS MVP",2004,ML,NULL,,11623,ramirma02,,,1972,5,30,D.R.,,"Santo Domingo",NULL,NULL,NULL,NULL,NULL,NULL,Manny,Ramirez,NULL,"Manuel Aristides (Onelcida)","Man-Ram, Manny being Manny",190,72.0,R,R,1993-09-02,NULL,,ramirma02,ramirma02,ramim002,ramirma02,ramirma02,0,0
forscbo01,"Silver Slugger",1980,NL,NULL,P,4601,forscbo01,,forscbo01h,1950,1,13,USA,CA,Sacramento,NULL,NULL,NULL,NULL,NULL,NULL,Bob,Forsch,NULL,"Robert Herbert",NULL,200,76.0,R,R,1974-07-07,1989-09-25,"Sacramento CC",forscbo01,forscbo01,forsb001,forscbo01,forscbo01,0,0
robindo01,"Silver Slugger",1982,NL,NULL,P,12064,robindo01,,,1957,6,8,USA,KY,Ashland,NULL,NULL,NULL,NULL,NULL,NULL,Don,Robinson,NULL,"Don Allen",Caveman,231,76.0,R,R,1978-04-10,1992-07-12,,robindo01,robindo01,robid001,robindo01,robindo01,0,0
bayja01,"Rookie of the Year",2004,NL,NULL,,16713,bayja01,,,1978,9,20,CAN,BC,Trail,NULL,NULL,NULL,NULL,NULL,NULL,Jason,Bay,NULL,"Jason Raymond",NULL,200,74.0,R,R,2003-05-23,NULL,Gonzaga,NULL,NULL,bay-j001,NULL,bayja01,0,0
thondi01,"Silver Slugger",1983,NL,NULL,SS,14185,thondi01,,,1958,6,20,USA,IN,"South Bend",NULL,NULL,NULL,NULL,NULL,NULL,Dickie,Thon,NULL,"Richard William",NULL,175,71.0,R,R,1979-05-22,1993-10-03,,thondi01,thondi01,thond001,thondi01,thondi01,0,0
kennete02,"Silver Slugger",1983,NL,NULL,C,7433,kennete02,,,1956,6,4,USA,OH,Euclid,NULL,NULL,NULL,NULL,NULL,NULL,Terry,Kennedy,NULL,"Terrance Edward",NULL,220,75.0,L,R,1978-09-04,1991-10-06,"Florida State",kennete02,kennete02,kennt001,kennete02,kennete02,0,0
nokesma01,"Silver Slugger",1987,AL,NULL,C,10448,nokesma01,,,1963,10,31,USA,CA,"San Diego",NULL,NULL,NULL,NULL,NULL,NULL,Matt,Nokes,NULL,"Matthew Dodge",NULL,185,73.0,L,R,1985-09-03,1995-09-27,,nokesma01,nokesma01,nokem001,nokesma01,nokesma01,0,0
clarkja01,"Silver Slugger",1985,NL,NULL,1B,2487,clarkja01,,clarkja01h,1955,11,10,USA,PA,"New Brighton",NULL,NULL,NULL,NULL,NULL,NULL,Jack,Clark,NULL,"Jack Anthony","Jack the Ripper",205,74.0,R,R,1975-09-12,1992-08-28,,clarkja01,clarkja01,clarj001,clarkja01,clarkja01,0,0
stanlmi02,"Silver Slugger",1993,AL,NULL,C,13525,stanlmi02,,,1963,6,25,USA,FL,"Fort Lauderdale",NULL,NULL,NULL,NULL,NULL,NULL,Mike,Stanley,NULL,"Robert Michael",NULL,185,73.0,R,R,1986-06-24,2000-09-29,Florida,stanlmi02,stanlmi02,stanm002,stanlmi02,stanlmi02,0,0
davisgl01,"Silver Slugger",1986,NL,NULL,1B,3326,davisgl01,,,1961,3,28,USA,FL,Jacksonville,NULL,NULL,NULL,NULL,NULL,NULL,Glenn,Davis,NULL,"Glenn Earle",NULL,210,75.0,R,R,1984-09-02,1993-05-23,Georgia,davisgl01,davisgl01,davig001,davisgl01,davisgl01,0,0
martiti02,"Silver Slugger",1997,AL,NULL,1B,8913,martiti02,,,1967,12,7,USA,FL,Tampa,NULL,NULL,NULL,NULL,NULL,NULL,Tino,Martinez,NULL,Constantino,NULL,210,74.0,L,R,1990-08-20,2005-10-02,Tampa,martiti02,martiti02,martt002,martiti02,martiti02,0,0
bonilbo01,"Silver Slugger",1988,NL,NULL,3B,1284,bonilbo01,,bonilbo01h,1963,2,23,USA,NY,Bronx,NULL,NULL,NULL,NULL,NULL,NULL,Bobby,Bonilla,NULL,"Roberto Martin Antonio",Bobby-Bo,240,75.0,B,R,1986-04-09,2001-10-07,"New York Technical",bonilbo01,bonilbo01,bonib001,bonilbo01,bonilbo01,0,0
randowi01,"Silver Slugger",1980,AL,NULL,2B,11649,randowi01,randowi01m,randowi01h,1954,7,6,USA,SC,"Holly Hill",NULL,NULL,NULL,NULL,NULL,NULL,Willie,Randolph,NULL,"Willie Larry",NULL,166,71.0,R,R,1975-07-29,1992-10-04,,randowi01,randowi01,randw001,randowi01,randowi01,0,0
johnsho01,"Silver Slugger",1989,NL,NULL,3B,7019,johnsho01,,,1960,11,29,USA,FL,Clearwater,NULL,NULL,NULL,NULL,NULL,NULL,Howard,Johnson,NULL,"Howard Michael",HoJo,178,71.0,B,R,1982-04-14,1995-10-01,"St. Petersburg JC",johnsho01,johnsho01,johnh001,johnsho01,johnsho01,0,0
baergca01,"Silver Slugger",1993,AL,NULL,2B,457,baergca01,,,1968,11,4,P.R.,NULL,Santurce,NULL,NULL,NULL,NULL,NULL,NULL,Carlos,Baerga,NULL,"Carlos Obed (Ortiz)",NULL,200,71.0,B,R,1990-04-14,2005-09-30,,baergca01,baergca01,baerc001,baergca01,baergca01,0,0
sheffga01,"Silver Slugger",1992,NL,NULL,3B,12920,sheffga01,,,1968,11,18,USA,FL,Tampa,NULL,NULL,NULL,NULL,NULL,NULL,Gary,Sheffield,NULL,"Gary Antonian",NULL,190,71.0,R,R,1988-09-03,NULL,,sheffga01,sheffga01,shefg001,sheffga01,sheffga01,0,0
oglivbe01,"Silver Slugger",1980,AL,NULL,OF,10635,oglivbe01,,,1949,2,11,Panama,NULL,Colon,NULL,NULL,NULL,NULL,NULL,NULL,Ben,Oglivie,NULL,"Benjamin Ambrosio (Palmer)",NULL,170,74.0,L,L,1971-09-04,1986-10-05,"Wayne State",oglivbe01,oglivbe01,oglib001,oglivbe01,oglivbe01,0,0
dykstle01,"Silver Slugger",1993,NL,NULL,OF,3936,dykstle01,,dykstle01h,1963,2,10,USA,CA,"Santa Ana",NULL,NULL,NULL,NULL,NULL,NULL,Lenny,Dykstra,NULL,"Leonard Kyle","Nails,Dude",167,70.0,L,L,1985-05-03,1996-05-18,,dykstle01,dykstle01,dyksl001,dykstle01,dykstle01,0,0
lansfca01,"Silver Slugger",1981,AL,NULL,3B,7952,lansfca01,,,1957,2,7,USA,CA,"San Jose",NULL,NULL,NULL,NULL,NULL,NULL,Carney,Lansford,NULL,"Carney Ray",NULL,195,74.0,R,R,1978-04-08,1992-10-04,,lansfca01,lansfca01,lansc001,lansfca01,lansfca01,0,0
aloumo01,"Silver Slugger",1994,NL,NULL,OF,202,aloumo01,,,1966,7,3,USA,GA,Atlanta,NULL,NULL,NULL,NULL,NULL,NULL,Moises,Alou,"born Moises Rojas","Moises Rojas",NULL,190,75.0,R,R,1990-07-26,2008-06-10,Canada,aloumo01,aloumo01,aloum001,aloumo01,aloumo01,0,0
mcraeha01,"Silver Slugger",1982,AL,NULL,DH,9433,mcraeha01,mcraeha01m,,1945,7,10,USA,FL,"Avon Park",NULL,NULL,NULL,NULL,NULL,NULL,Hal,McRae,NULL,"Harold Abraham",NULL,180,71.0,R,R,1968-07-11,1987-07-17,"Florida A&M",mcraeha01,mcraeha01,mcrah001,mcraeha01,mcraeha01,0,0
castivi02,"Silver Slugger",1995,NL,NULL,3B,2244,castivi02,,,1967,7,4,Mexico,20,Oaxaca,NULL,NULL,NULL,NULL,NULL,NULL,Vinny,Castilla,NULL,"Vinicio (Soria)",NULL,185,73.0,R,R,1991-09-01,2006-09-28,,castivi02,castivi02,castv001,castivi02,castivi02,0,0
mosebll01,"Silver Slugger",1983,AL,NULL,OF,10034,mosebll01,,,1959,11,5,USA,AR,Portland,NULL,NULL,NULL,NULL,NULL,NULL,Lloyd,Moseby,NULL,"Lloyd Anthony",NULL,200,75.0,L,R,1980-05-24,1991-10-06,,mosebll01,mosebll01,mosel001,mosebll01,mosebll01,0,0
younger01,"Silver Slugger",1996,NL,NULL,2B,15657,younger01,,,1967,5,18,USA,NJ,"New Brunswick",NULL,NULL,NULL,NULL,NULL,NULL,Eric,Young,NULL,"Eric Orlando",NULL,180,69.0,R,R,1992-07-30,2006-09-19,Rutgers,younger01,younger01,youne001,younger01,younger01,0,0
thornan01,"Silver Slugger",1984,AL,NULL,DH,14189,thornan01,,thornan01h,1949,8,13,USA,AL,Tuskegee,NULL,NULL,NULL,NULL,NULL,NULL,Andre,Thornton,NULL,Andre,NULL,205,74.0,R,R,1973-07-28,1987-08-31,"Cheyney State",thornan01,thornan01,thora001,thornan01,thornan01,0,0
vaughgr01,"Silver Slugger",1998,NL,NULL,OF,14569,vaughgr01,,vaughgr01h,1965,7,3,USA,CA,Sacramento,NULL,NULL,NULL,NULL,NULL,NULL,Greg,Vaughn,NULL,"Gregory Lamont",NULL,193,72.0,R,R,1989-08-10,2003-07-10,"Miami (FL)",vaughgr01,vaughgr01,vaugg001,vaughgr01,vaughgr01,0,0
sierrru01,"Silver Slugger",1989,AL,NULL,OF,13034,sierrru01,,,1965,10,6,P.R.,,"Rio Piedras",NULL,NULL,NULL,NULL,NULL,NULL,Ruben,Sierra,NULL,"Ruben Angel (Garcia)","El Caballo, El Indio",200,73.0,B,R,1986-06-01,2006-07-09,,sierrru01,sierrru01,sierr001,sierrru01,sierrru01,0,0
pagejo01,"Babe Ruth Award",1949,AL,NULL,P,10822,pagejo01,,,1917,10,28,USA,PA,"Cherry Valley",1980,4,21,USA,PA,Latrobe,Joe,Page,NULL,"Joseph Francis","Fireman,The Gay Reliever",205,74.0,L,L,1944-04-19,1954-05-25,,pagejo01,pagejo01,pagej101,pagejo01,pagejo01,0,0
martied01,"Silver Slugger",1992,AL,NULL,3B,8895,martied01,,,1963,1,2,USA,NY,"New York",NULL,NULL,NULL,NULL,NULL,NULL,Edgar,Martinez,NULL,Edgar,"Gar, Papi",210,71.0,R,R,1987-09-12,2004-10-03,American,martied01,martied01,marte001,martied01,martied01,0,0
mizejo01,"Babe Ruth Award",1952,AL,NULL,1B,9794,mizejo01,,mizejo01h,1913,1,7,USA,GA,Demorest,1993,6,2,USA,GA,Demorest,Johnny,Mize,NULL,"John Robert","The Big Cat",215,74.0,L,R,1936-04-16,1953-09-26,,mizejo01,mizejo01,mizej101,mizejo01,mizejo01,0,0
valenjo02,"Silver Slugger",1995,AL,NULL,SS,14501,valenjo02,,,1967,2,18,USA,NY,Mineola,NULL,NULL,NULL,NULL,NULL,NULL,John,Valentin,NULL,"John William",NULL,185,72.0,R,R,1992-07-27,2002-09-29,"Seton Hall",valenjo02,valenjo02,valej002,valenjo02,valenjo02,0,0
foulkke01,"Rolaids Relief",2003,AL,NULL,,4633,foulkke01,,,1972,10,19,USA,SD,"Ellsworth AFB",NULL,NULL,NULL,NULL,NULL,NULL,Keith,Foulke,NULL,"Keith Charles",NULL,195,72.0,R,R,1997-05-21,2008-09-18,"Galveston JC",foulkke01,foulkke01,foulk001,foulkke01,foulkke01,0,0
weisal01,"Babe Ruth Award",1969,NL,NULL,SS,14969,weisal01,,,1938,4,2,USA,NY,"Franklin Square",NULL,NULL,NULL,NULL,NULL,NULL,Al,Weis,NULL,"Albert John",NULL,170,72.0,B,R,1962-09-15,1971-06-23,,weisal01,weisal01,weisa101,weisal01,weisal01,0,0
stiebda01,"TSN Pitcher of the Year",1982,AL,NULL,,13648,stiebda01,,stiebda01h,1957,7,22,USA,CA,"Santa Ana",NULL,NULL,NULL,NULL,NULL,NULL,Dave,Stieb,NULL,"David Andrew",NULL,195,73.0,R,R,1979-06-29,1998-09-25,"Southern Illinois",stiebda01,stiebda01,stied001,stiebda01,stiebda01,0,0
greendi01,"Babe Ruth Award",1974,AL,NULL,2B,5424,greendi01,,,1941,4,21,USA,IA,"Sioux City",NULL,NULL,NULL,NULL,NULL,NULL,Dick,Green,NULL,"Richard Larry",NULL,180,70.0,R,R,1963-09-09,1974-10-02,,greendi01,greendi01,greed102,greendi01,greendi01,0,0
voisebi01,"TSN Pitcher of the Year",1944,NL,NULL,,14651,voisebi01,,,1919,1,29,USA,SC,Greenwood,2005,1,31,USA,SC,Greenwood,Bill,Voiselle,NULL,"William Symmes","Ninety-Six,Big Bill",200,76.0,R,R,1942-09-01,1950-07-08,,voisebi01,voisebi01,voisb101,voisebi01,voisebi01,0,0
mcgratu01,"Babe Ruth Award",1980,NL,NULL,RP,9282,mcgratu01,,mcgratu01h,1944,8,30,USA,CA,Martinez,2004,1,5,USA,TN,Brentwood,Tug,McGraw,NULL,"Frank Edwin (Jr.)",NULL,185,72.0,R,L,1965-04-18,1984-09-25,,mcgratu01,mcgratu01,mcgrt001,mcgratu01,mcgratu01,0,0
sainjo01,"TSN Pitcher of the Year",1948,NL,NULL,,12403,sainjo01,,sainjo01h,1917,9,25,USA,AR,Havana,2006,11,7,USA,IL,"Downers Grove",Johnny,Sain,NULL,"John Franklin",NULL,200,74.0,R,R,1942-04-24,1955-07-15,,sainjo01,sainjo01,sainj101,sainjo01,sainjo01,0,0
butlebr01,"Branch Rickey Award",1996,ML,NULL,,1933,butlebr01,,butlebr01h,1957,6,15,USA,CA,"Los Angeles",NULL,NULL,NULL,NULL,NULL,NULL,Brett,Butler,NULL,"Brett Morgan",NULL,160,70.0,L,L,1981-08-20,1997-09-28,"Arizona State.; SE Oklahoma St.",butlebr01,butlebr01,butlb001,butlebr01,butlebr01,0,0
roepr01,"TSN Pitcher of the Year",1951,NL,NULL,,12132,roepr01,,roepr01h,1915,2,26,USA,AR,"Ash Flat",NULL,NULL,NULL,NULL,NULL,NULL,Preacher,Roe,NULL,"Elwin Charles",NULL,170,74.0,R,L,1938-08-22,1954-09-04,,roepr01,roepr01,roe-p101,roepr01,roepr01,0,0
stottto01,"Branch Rickey Award",2000,ML,NULL,,13699,stottto01,,stottto01h,1965,5,20,USA,WA,Sunnyside,NULL,NULL,NULL,NULL,NULL,NULL,Todd,Stottlemyre,NULL,"Todd Vernon",NULL,195,75.0,L,R,1988-04-06,2002-06-26,"Yakima Valley",stottto01,stottto01,stott001,stottto01,stottto01,0,0
jonessa02,"TSN Pitcher of the Year",1959,NL,NULL,,7159,jonessa02,,,1925,12,14,USA,OH,Stewartsville,1971,11,5,USA,WV,Morgantown,Sam,Jones,NULL,Samuel,"Toothpick Sam, Sad Sam",200,76.0,R,R,1951-09-22,1964-10-03,,jonessa02,jonessa02,jones105,jonessa02,jonessa02,0,0
tolanbo01,"Hutch Award",1972,ML,NULL,,14255,tolanbo01,,,1945,11,19,USA,CA,"Los Angeles",NULL,NULL,NULL,NULL,NULL,NULL,Bobby,Tolan,NULL,Robert,NULL,170,71.0,L,L,1965-09-03,1979-09-19,,tolanbo01,tolanbo01,tolab101,tolanbo01,tolanbo01,0,0
niekrjo01,"TSN Pitcher of the Year",1979,NL,NULL,,10412,niekrjo01,,niekrjo01h,1944,11,7,USA,OH,"Martins Ferry",2006,10,27,USA,FL,Tampa,Joe,Niekro,NULL,"Joseph Franklin",NULL,190,73.0,R,R,1967-04-16,1988-04-29,"West Liberty State",niekrjo01,niekrjo01,niekj001,niekrjo01,niekrjo01,0,0
thompda01,"Hutch Award",1974,ML,NULL,,14152,thompda01,,,1947,2,1,USA,KS,Wichita,1976,12,10,USA,MN,Rochester,Danny,Thompson,NULL,"Danny Leon",NULL,183,72.0,R,R,1970-06-25,1976-10-02,,thompda01,thompda01,thomd103,thompda01,thompda01,0,0
aurilri01,"Silver Slugger",2001,NL,NULL,SS,411,aurilri01,,,1971,9,2,USA,NY,Brooklyn,NULL,NULL,NULL,NULL,NULL,NULL,Rich,Aurilia,NULL,"Richard Santo",NULL,170,72.0,R,R,1995-09-06,NULL,"St. John's",aurilri01,aurilri01,aurir001,aurilri01,aurilri01,0,0
johnto01,"Hutch Award",1976,ML,NULL,,6969,johnto01,,johnto01h,1943,5,22,USA,IN,"Terre Haute",NULL,NULL,NULL,NULL,NULL,NULL,Tommy,John,NULL,"Thomas Edward (Jr.)",NULL,185,75.0,R,L,1963-09-06,1989-05-25,,johnto01,johnto01,johnt001,johnto01,johnto01,0,0
schmija01,"TSN Pitcher of the Year",2004,NL,NULL,,12632,schmija01,,,1973,1,29,USA,ID,Lewiston,NULL,NULL,NULL,NULL,NULL,NULL,Jason,Schmidt,NULL,"Jason David",NULL,185,77.0,R,R,1995-04-28,NULL,,schmija01,schmija01,schmj001,schmija01,schmija01,0,0
oestero01,"Hutch Award",1988,ML,NULL,,10628,oestero01,,,1956,5,5,USA,OH,Cincinnati,NULL,NULL,NULL,NULL,NULL,NULL,Ron,Oester,NULL,"Ronald John",NULL,190,74.0,B,R,1978-09-10,1990-10-03,,oestero01,oestero01,oestr001,oestero01,oestero01,0,0
hemonro99,"Branch Rickey Award",2003,ML,NULL,,17310,hemonro99,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Roland,Hemond,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,hemonro99,0,0
breamsi01,"Hutch Award",1990,ML,NULL,,1505,breamsi01,,,1960,8,3,USA,PA,Carlisle,NULL,NULL,NULL,NULL,NULL,NULL,Sid,Bream,NULL,"Sidney Eugene",NULL,220,76.0,L,L,1983-09-01,1994-07-27,,breamsi01,breamsi01,breas001,breamsi01,breamsi01,0,0
graveda01,"Lou Gehrig Memorial Award",2002,ML,NULL,,5397,graveda01,,,1973,8,7,"South Vietnam",,Saigon,NULL,NULL,NULL,NULL,NULL,NULL,Danny,Graves,NULL,"Daniel Peter","Baby-faced Assassin",200,71.0,R,R,1996-07-13,2006-05-09,"Miami (FL)",graveda01,graveda01,gravd001,graveda01,graveda01,0,0
abbotji01,"Hutch Award",1995,ML,NULL,,13,abbotji01,,abbotji01h,1967,9,19,USA,MI,Flint,NULL,NULL,NULL,NULL,NULL,NULL,Jim,Abbott,NULL,"James Anthony",NULL,210,75.0,L,L,1989-04-08,1999-07-21,Michigan,abbotji01,abbotji01,abboj001,abbotji01,abbotji01,0,0
reesepe01,"Lou Gehrig Memorial Award",1956,ML,NULL,,11742,reesepe01,,reesepe01h,1918,7,23,USA,KY,Ekron,1999,8,14,USA,KY,Louisville,"Pee Wee",Reese,NULL,"Harold Henry",NULL,175,69.0,R,R,1940-04-23,1958-09-26,,reesepe01,reesepe01,reesp101,reesepe01,reesepe01,0,0
morame01,"Silver Slugger",2004,AL,NULL,3B,9927,morame01,,,1972,2,2,Venezuela,,"Agua Negra",NULL,NULL,NULL,NULL,NULL,NULL,Melvin,Mora,NULL,NULL,NULL,180,71.0,R,R,1999-05-30,NULL,,morame01,morame01,moram002,morame01,morame01,0,0
hrbekke01,"Lou Gehrig Memorial Award",1991,ML,NULL,,6641,hrbekke01,,hrbekke01h,1960,5,21,USA,MN,Minneapolis,NULL,NULL,NULL,NULL,NULL,NULL,Kent,Hrbek,NULL,"Kent Allen",NULL,235,76.0,L,R,1981-08-24,1994-08-10,,hrbekke01,hrbekke01,hrbek001,hrbekke01,hrbekke01,0,0
loretma01,"Silver Slugger",2004,NL,NULL,2B,8435,loretma01,,,1971,8,14,USA,CA,"Santa Monica",NULL,NULL,NULL,NULL,NULL,NULL,Mark,Loretta,NULL,"Mark David",NULL,175,72.0,R,R,1995-09-04,NULL,Northwestern,loretma01,loretma01,lorem001,loretma01,loretma01,0,0
singlke01,"Roberto Clemente Award",1982,ML,NULL,,13092,singlke01,,,1947,6,10,USA,NY,"New York",NULL,NULL,NULL,NULL,NULL,NULL,Ken,Singleton,NULL,"Kenneth Wayne",NULL,213,76.0,B,R,1970-06-24,1984-09-25,Hofstra,singlke01,singlke01,singk001,singlke01,singlke01,0,0
vandejo01,"Major League Player of the Year",1938,ML,NULL,,14545,vandejo01,,vandejo01h,1914,11,2,USA,NJ,"Prospect Park",1997,10,6,USA,FL,Tampa,Johnny,"Vander Meer",NULL,"John Samuel","The Dutch Master,Double No-Hit",NULL,NULL,B,L,1937-04-22,1951-05-07,,vandejo01,vandejo01,vandj101,vandejo01,vandejo01,0,0
