playerID,awardID,yearID,lgID,tie,notes,lahmanID,playerID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameNote,nameGiven,nameNick,weight,height,bats,throws,debut,finalGame,college,lahman40ID,lahman45ID,retroID,holtzID,bbrefID,GoldGlove,MVP
bagweje01,"Rookie of the Year",1991,NL,NULL,,465,bagweje01,,,1968,5,27,USA,MA,Boston,NULL,NULL,NULL,NULL,NULL,NULL,Jeff,Bagwell,NULL,"Jeffrey Robert",BagPipes,195,72.0,R,R,1991-04-08,2005-10-02,Hartford,bagweje01,bagweje01,bagwj001,bagweje01,bagweje01,1,1
pedrodu01,"Rookie of the Year",2007,AL,NULL,,17856,pedrodu01,,,1983,8,17,USA,CA,Woodland,NULL,NULL,NULL,NULL,NULL,NULL,Dustin,Pedroia,NULL,"Dustin Luis",NULL,180,69.0,R,R,2006-08-22,NULL,"Arizona State",NULL,NULL,pedrd001,NULL,pedrodu01,1,1
brettge01,MVP,1980,AL,NULL,,1532,brettge01,,brettge01h,1953,5,15,USA,WV,"Glen Dale",NULL,NULL,NULL,NULL,NULL,NULL,George,Brett,NULL,"George Howard",Mullet,200,72.0,L,R,1973-08-02,1993-10-03,"El Camino JC",brettge01,brettge01,bretg001,brettge01,brettge01,1,1
henderi01,"Gold Glove",1981,AL,NULL,OF,6125,henderi01,,henderi01h,1958,12,25,USA,IL,Chicago,NULL,NULL,NULL,NULL,NULL,NULL,Rickey,Henderson,NULL,"Rickey Nelson Henley","Man of Steal",195,70.0,R,L,1979-06-24,2003-09-19,,henderi01,henderi01,hendr001,henderi01,henderi01,1,1
mientdo01,"Gold Glove",2001,AL,NULL,1B,9615,mientdo01,,,1974,6,19,USA,OH,Toledo,NULL,NULL,NULL,NULL,NULL,NULL,Doug,Mientkiewicz,NULL,"Douglas Andrew","Eye Chart",200,74.0,L,R,1998-09-18,NULL,,mientdo01,mientdo01,miend001,mientdo01,mientdo01,1,0
liebemi01,"Gold Glove",1999,NL,NULL,C,8246,liebemi01,,,1972,1,18,USA,CA,Glendale,NULL,NULL,NULL,NULL,NULL,NULL,Mike,Lieberthal,NULL,"Michael Scott",Lieby,170,72.0,R,R,1994-06-30,2007-09-22,,liebemi01,liebemi01,liebm001,liebemi01,liebemi01,1,0
dyeje01,"Gold Glove",2000,AL,NULL,OF,3928,dyeje01,,,1974,1,28,USA,CA,Oakland,NULL,NULL,NULL,NULL,NULL,NULL,Jermaine,Dye,NULL,"Jermaine Terrell",NULL,210,76.0,R,R,1996-05-17,NULL,"Consumnes River CC",dyeje01,dyeje01,dye-j001,dyeje01,dyeje01,1,0
frymatr01,"Gold Glove",2000,AL,NULL,3B,4763,frymatr01,,frymatr01h,1969,3,25,USA,KY,Lexington,NULL,NULL,NULL,NULL,NULL,NULL,Travis,Fryman,NULL,"David Travis",NULL,194,73.0,R,R,1990-07-07,2002-09-29,,frymatr01,frymatr01,frymt001,frymatr01,frymatr01,1,0
santajo01,"Cy Young",2004,AL,NULL,,12474,santajo01,,,1979,3,13,Venezuela,,Tovar,NULL,NULL,NULL,NULL,NULL,NULL,Johan,Santana,NULL,NULL,NULL,195,72.0,L,L,2000-04-03,NULL,,santajo02,santajo02,santj003,santajo02,santajo02,1,0
lowelmi01,"Silver Slugger",2003,NL,NULL,3B,8467,lowelmi01,,,1974,2,24,P.R.,,"San Juan",NULL,NULL,NULL,NULL,NULL,NULL,Mike,Lowell,NULL,NULL,NULL,205,76.0,R,R,1998-09-13,NULL,,lowelmi01,lowelmi01,lowem001,lowelmi01,lowelmi01,1,0
varitja01,"Gold Glove",2005,AL,NULL,C,14553,varitja01,,,1972,4,11,USA,MI,Rochester,NULL,NULL,NULL,NULL,NULL,NULL,Jason,Varitek,NULL,"Jason Andrew",NULL,210,74.0,B,R,1997-09-24,NULL,"Georgia Tech",varitja01,varitja01,varij001,varitja01,varitja01,1,0
brandja01,"Gold Glove",1959,NL,NULL,LF,1482,brandja01,,,1934,4,28,USA,NE,Omaha,NULL,NULL,NULL,NULL,NULL,NULL,Jackie,Brandt,NULL,"John George (Jr.)",NULL,170,71.0,R,R,1956-04-21,1967-09-02,,brandja01,brandja01,branj101,brandja01,brandja01,1,0
youngmi02,"AS MVP",2006,ML,NULL,,15670,youngmi02,,,1976,10,19,USA,CA,Covina,NULL,NULL,NULL,NULL,NULL,NULL,Michael,Young,NULL,"Michael Brian",NULL,190,73.0,R,R,2000-09-29,NULL,,youngmi02,youngmi02,younm003,youngmi02,youngmi02,1,0
moonwa01,"Rookie of the Year",1954,NL,NULL,,9873,moonwa01,,moonwa01h,1930,4,3,USA,AR,Bay,NULL,NULL,NULL,NULL,NULL,NULL,Wally,Moon,NULL,"Wallace Wade",NULL,175,72.0,L,R,1954-04-13,1965-09-12,,moonwa01,moonwa01,moonw101,moonwa01,moonwa01,1,0
grudzma01,"Gold Glove",2006,AL,NULL,2B,5555,grudzma01,,,1970,6,30,USA,WI,Milwaukee,NULL,NULL,NULL,NULL,NULL,NULL,Mark,Grudzielanek,NULL,"Mark James",NULL,185,73.0,R,R,1995-04-28,2008-08-01,"Trinidad St. JC",grudzma01,grudzma01,grudm001,grudzma01,grudzma01,1,0
phillbr01,"Gold Glove",2008,NL,NULL,2B,15832,phillbr01,,,1981,6,28,USA,NC,Raleigh,NULL,NULL,NULL,NULL,NULL,NULL,Brandon,Phillips,NULL,"Brandon Emil",NULL,185,71.0,R,R,2002-09-13,NULL,None,NULL,NULL,philb001,NULL,phillbr01,1,0
longoev01,"Rookie of the Year",2008,AL,NULL,,18340,longoev01,,,1985,10,7,USA,CA,Downey,NULL,NULL,NULL,NULL,NULL,NULL,Evan,Longoria,NULL,"Evan Michael",NULL,210,74.0,R,R,2008-04-12,NULL,"Cal State Long Beach",NULL,NULL,longe001,NULL,longoev01,1,0
buehrma01,"Gold Glove",2009,AL,NULL,P,1778,buehrma01,,,1979,3,23,USA,MO,"St. Charles",NULL,NULL,NULL,NULL,NULL,NULL,Mark,Buehrle,NULL,"Mark Alan",NULL,200,74.0,L,L,2000-07-16,NULL,"Jefferson St. JC",buehrma01,buehrma01,buehm001,buehrma01,buehrma01,1,0
treshto01,"Rookie of the Year",1962,AL,NULL,,14346,treshto01,,,1937,9,20,USA,MI,Detroit,NULL,NULL,NULL,NULL,NULL,NULL,Tom,Tresh,NULL,"Thomas Michael",NULL,191,72.0,B,R,1961-09-03,1969-09-29,,treshto01,treshto01,trest101,treshto01,treshto01,1,0
bournmi01,"Gold Glove",2009,NL,NULL,OF,17886,bournmi01,,,1982,12,27,USA,TX,Houston,NULL,NULL,NULL,NULL,NULL,NULL,Michael,Bourn,NULL,"Michael Ray",NULL,180,71.0,L,R,2006-07-30,NULL,Houston,NULL,NULL,bourm001,NULL,bournmi01,1,0
bollifr01,"Gold Glove",1958,AL,NULL,2B,1262,bollifr01,,,1931,11,16,USA,AL,Mobile,NULL,NULL,NULL,NULL,NULL,NULL,Frank,Bolling,NULL,"Frank Elmore",NULL,175,73.0,R,R,1954-04-13,1966-09-15,,bollifr01,bollifr01,bollf101,bollifr01,bollifr01,1,0
kempma01,"Gold Glove",2009,NL,NULL,OF,17953,kempma01,,,1984,9,23,USA,OK,"Midwest City",NULL,NULL,NULL,NULL,NULL,NULL,Matt,Kemp,NULL,"Matthew Ryan","The Bison",230,74.0,R,R,2006-05-28,NULL,,NULL,NULL,kempm001,NULL,kempma01,1,0
davenji01,"Gold Glove",1962,NL,NULL,3B,3287,davenji01,davenji01m,,1933,8,17,USA,AL,Siluria,NULL,NULL,NULL,NULL,NULL,NULL,Jim,Davenport,NULL,"James Houston",NULL,175,71.0,R,R,1958-04-15,1970-06-23,,davenji01,davenji01,davej101,davenji01,davenji01,1,0
rowanaa01,"Gold Glove",2007,NL,NULL,OF,12271,rowanaa01,,,1977,8,29,USA,OR,Portland,NULL,NULL,NULL,NULL,NULL,NULL,Aaron,Rowand,NULL,"Aaron Ryan",NULL,200,73.0,R,R,2001-06-16,NULL,"Cal St. Fullerton",rowanaa01,rowanaa01,rowaa001,rowanaa01,rowanaa01,1,0
penaca01,"Silver Slugger",2007,AL,NULL,1B,11033,penaca01,,,1978,5,17,D.R.,,"Santo Domingo",NULL,NULL,NULL,NULL,NULL,NULL,Carlos,Pena,NULL,NULL,NULL,210,74.0,L,L,2001-09-05,NULL,,penaca01,penaca01,penac001,penaca01,penaca01,1,0
olivato01,"Rookie of the Year",1964,AL,NULL,,10656,olivato01,,olivato01h,1938,7,20,Cuba,,"Pinar Del Rio",NULL,NULL,NULL,NULL,NULL,NULL,Tony,Oliva,"also known as Pedro Oliva","Antonio Lopez Hernandes (Javique)",NULL,190,74.0,L,R,1962-09-09,1976-09-29,,olivato01,olivato01,olivt102,olivato01,olivato01,1,0
boyercl02,"Gold Glove",1969,NL,NULL,3B,1409,boyercl02,,boyercl02h,1937,2,9,USA,MO,Cassville,2007,6,4,USA,GA,Atlanta,Clete,Boyer,NULL,"Cletis Leroy",NULL,182,72.0,R,R,1955-06-05,1971-05-23,,boyercl02,boyercl02,boyec102,boyercl02,boyercl02,1,0
amaroru01,"Gold Glove",1964,NL,NULL,SS,231,amaroru01,,,1936,1,6,Mexico,30,Veracruz,NULL,NULL,NULL,NULL,NULL,NULL,Ruben,Amaro,NULL,"Ruben (Sr.) (Mora)",NULL,170,71.0,R,R,1958-06-29,1969-09-28,,amaroru01,amaroru01,amarr101,amaroru01,amaroru01,1,0
chambch01,"Rookie of the Year",1971,AL,NULL,,2322,chambch01,,,1948,12,26,USA,OH,Dayton,NULL,NULL,NULL,NULL,NULL,NULL,Chris,Chambliss,NULL,"Carroll Christopher",NULL,NULL,NULL,L,R,1971-05-28,1988-05-08,"Montclair State",chambch01,chambch01,chamc001,chambch01,chambch01,1,0
fregoji01,"Gold Glove",1967,AL,NULL,SS,4710,fregoji01,fregoji01m,fregoji01h,1942,4,4,USA,CA,"San Francisco",NULL,NULL,NULL,NULL,NULL,NULL,Jim,Fregosi,NULL,"James Louis",NULL,190,73.0,R,R,1961-09-14,1978-05-31,,fregoji01,fregoji01,fregj101,fregoji01,fregoji01,1,0
harrebu01,"Gold Glove",1971,NL,NULL,SS,5863,harrebu01,harrebu01m,harrebu01h,1944,6,6,USA,CA,Niles,NULL,NULL,NULL,NULL,NULL,NULL,Bud,Harrelson,NULL,"Derrel McKinley",NULL,160,71.0,B,R,1965-09-02,1980-10-05,,harrebu01,harrebu01,harrb101,harrebu01,harrebu01,1,0
fiskca01,"Gold Glove",1972,AL,NULL,C,4463,fiskca01,,fiskca01h,1947,12,26,USA,VT,"Bellows Falls",NULL,NULL,NULL,NULL,NULL,NULL,Carlton,Fisk,NULL,"Carlton Ernest",Pudge,220,74.0,R,R,1969-09-18,1993-06-22,"New Hampshire",fiskca01,fiskca01,fiskc001,fiskca01,fiskca01,1,0
murcebo01,"Gold Glove",1972,AL,NULL,OF,10146,murcebo01,,murcebo01h,1946,5,20,USA,OK,"Oklahoma City",NULL,NULL,NULL,NULL,NULL,NULL,Bobby,Murcer,NULL,"Bobby Ray",NULL,180,71.0,L,R,1965-09-08,1983-06-11,,murcebo01,murcebo01,murcb101,murcebo01,murcebo01,1,0
bakerdu01,"NLCS MVP",1977,NL,NULL,,503,bakerdu01,bakerdu01m,bakerdu01h,1949,6,15,USA,CA,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,Dusty,Baker,NULL,"Johnnie B. (Jr.)",NULL,187,74.0,R,R,1968-09-07,1986-10-04,"American River JC",bakerdu01,bakerdu01,baked002,bakerdu01,bakerdu01,1,0
metzgro01,"Gold Glove",1973,NL,NULL,SS,9574,metzgro01,,,1947,10,10,USA,TX,Fredericksburg,NULL,NULL,NULL,NULL,NULL,NULL,Roger,Metzger,NULL,"Roger Henry",NULL,165,72.0,B,R,1970-06-16,1980-08-10,,metzgro01,metzgro01,metzr101,metzgro01,metzgro01,1,0
lopesda01,"Gold Glove",1978,NL,NULL,2B,8415,lopesda01,lopesda01m,lopesda01h,1945,5,3,USA,RI,"East Providence",NULL,NULL,NULL,NULL,NULL,NULL,Davey,Lopes,NULL,"David Earl",NULL,170,69.0,R,R,1972-09-22,1987-10-04,Washburn,lopesda01,lopesda01,loped001,lopesda01,lopesda01,1,0
valenel01,"Gold Glove",1978,NL,NULL,OF,14506,valenel01,,valenel01h,1954,7,30,USA,AR,Helena,NULL,NULL,NULL,NULL,NULL,NULL,Ellis,Valentine,NULL,"Ellis Clarence",NULL,207,76.0,R,R,1975-09-03,1985-10-02,,valenel01,valenel01,valee001,valenel01,valenel01,1,0
burleri01,"Gold Glove",1979,AL,NULL,SS,1851,burleri01,,,1951,4,29,USA,CA,Lynwood,NULL,NULL,NULL,NULL,NULL,NULL,Rick,Burleson,NULL,"Richard Paul",Rooster,165,70.0,R,R,1974-05-04,1987-07-08,"Cerritos JC",burleri01,burleri01,burlr001,burleri01,burleri01,1,0
reitzke01,"Gold Glove",1975,NL,NULL,3B,11792,reitzke01,,,1951,6,24,USA,CA,"San Francisco",NULL,NULL,NULL,NULL,NULL,NULL,Ken,Reitz,NULL,"Kenneth John",Zamboni,185,72.0,R,R,1972-09-05,1982-06-03,,reitzke01,reitzke01,reitk101,reitzke01,reitzke01,1,0
lezcasi01,"Gold Glove",1979,AL,NULL,OF,8236,lezcasi01,,,1953,11,28,P.R.,NULL,Arecibo,NULL,NULL,NULL,NULL,NULL,NULL,Sixto,Lezcano,NULL,"Sixto Joaquin (Curras)",NULL,175,71.0,R,R,1974-09-10,1985-09-29,,lezcasi01,lezcasi01,lezcs001,lezcasi01,lezcasi01,1,0
rodriau01,"Gold Glove",1976,AL,NULL,3B,12107,rodriau01,,,1947,12,28,Mexico,26,Cananea,2000,9,23,USA,MI,Detroit,Aurelio,Rodriguez,NULL,"Aurelio (Ituarte Jr.)",NULL,180,70.0,R,R,1967-09-01,1983-10-01,,rodriau01,rodriau01,rodra101,rodriau01,rodriau01,1,0
griffal01,"Rookie of the Year",1979,AL,Y,,5481,griffal01,,,1957,10,6,D.R.,NULL,"Santo Domingo",NULL,NULL,NULL,NULL,NULL,NULL,Alfredo,Griffin,"born Alfredo Claudino Baptist (Griffin)","Alfredo Claudino",NULL,165,71.0,B,R,1976-09-04,1993-10-03,,griffal01,griffal01,grifa001,griffal01,griffal01,1,0
wilsowi02,"Gold Glove",1980,AL,NULL,OF,15374,wilsowi02,,wilsowi02h,1955,7,9,USA,AL,Montgomery,NULL,NULL,NULL,NULL,NULL,NULL,Willie,Wilson,NULL,"Willie James",NULL,195,75.0,B,R,1976-09-04,1994-05-16,,wilsowi02,wilsowi02,wilsw001,wilsowi02,wilsowi02,1,0
cowenal01,"Gold Glove",1977,AL,NULL,OF,2932,cowenal01,,,1951,10,25,USA,CA,"Los Angeles",2002,3,11,USA,CA,Downey,Al,Cowens,NULL,"Alfred Edward (Jr.)","A. C.",200,74.0,R,R,1974-04-06,1986-06-08,,cowenal01,cowenal01,cowea001,cowenal01,cowenal01,1,0
flynndo01,"Gold Glove",1980,NL,NULL,2B,4547,flynndo01,,,1951,4,18,USA,KY,Lexington,NULL,NULL,NULL,NULL,NULL,NULL,Doug,Flynn,NULL,"Robert Douglas (Jr.)",NULL,165,71.0,R,R,1975-04-09,1985-10-05,"Somerset CC",flynndo01,flynndo01,flynd001,flynndo01,flynndo01,1,0
squirmi01,"Gold Glove",1981,AL,NULL,1B,13475,squirmi01,,,1952,3,5,USA,MI,Kalamazoo,NULL,NULL,NULL,NULL,NULL,NULL,Mike,Squires,NULL,"Michael Lynn",Spanky,185,71.0,L,L,1975-09-01,1985-09-24,"Western Michigan",squirmi01,squirmi01,squim001,squirmi01,squirmi01,1,0
mcgwima01,"Rookie of the Year",1987,AL,NULL,,9298,mcgwima01,,mcgwima01h,1963,10,1,USA,CA,Pomona,NULL,NULL,NULL,NULL,NULL,NULL,Mark,McGwire,NULL,"Mark David","Big Mac",225,77.0,R,R,1986-08-22,2001-10-07,USC,mcgwima01,mcgwima01,mcgwm001,mcgwima01,mcgwima01,1,0
hershor01,"WS MVP",1988,ML,NULL,,6247,hershor01,,hershor01h,1958,9,16,USA,NY,Buffalo,NULL,NULL,NULL,NULL,NULL,NULL,Orel,Hershiser,NULL,"Orel Leonard (IV)",Bulldog,192,75.0,R,R,1983-09-01,2000-06-26,"Bowling Green State",hershor01,hershor01,herso001,hershor01,hershor01,1,0
dernibo01,"Gold Glove",1984,NL,NULL,OF,3507,dernibo01,,,1957,1,5,USA,MO,"Kansas City",NULL,NULL,NULL,NULL,NULL,NULL,Bob,Dernier,NULL,"Robert Eugene",NULL,165,72.0,R,R,1980-09-07,1989-10-01,"Longview CC",dernibo01,dernibo01,dernb001,dernibo01,dernibo01,1,0
saberbr01,"Cy Young",1985,AL,NULL,,12383,saberbr01,,saberbr01h,1964,4,11,USA,IL,"Chicago Heights",NULL,NULL,NULL,NULL,NULL,NULL,Bret,Saberhagen,NULL,"Bret William",NULL,195,73.0,R,R,1984-04-04,2001-08-07,,saberbr01,saberbr01,sabeb001,saberbr01,saberbr01,1,0
clarkwi02,"NLCS MVP",1989,NL,NULL,,2507,clarkwi02,,clarkwi02h,1964,3,13,USA,LA,"New Orleans",NULL,NULL,NULL,NULL,NULL,NULL,Will,Clark,NULL,"William Nuschler (Jr.)","the Thrill",190,73.0,L,L,1986-04-08,2000-10-01,"Mississippi State",clarkwi02,clarkwi02,clarw001,clarkwi02,clarkwi02,1,0
bellja01,"Gold Glove",1993,NL,NULL,SS,885,bellja01,,bellja01h,1965,12,11,USA,FL,"Eglin A.F.B.",NULL,NULL,NULL,NULL,NULL,NULL,Jay,Bell,NULL,"Jay Stuart",NULL,185,73.0,R,R,1986-09-29,2003-09-28,,bellja01,bellja01,bellj001,bellja01,bellja01,1,0
burksel01,"Gold Glove",1990,AL,NULL,OF,1850,burksel01,,,1964,9,11,USA,MS,Vicksburg,NULL,NULL,NULL,NULL,NULL,NULL,Ellis,Burks,NULL,"Ellis Rena",NULL,205,74.0,R,R,1987-04-30,2004-10-02,"Ranger JC",burksel01,burksel01,burke001,burksel01,burksel01,1,0
manwaki01,"Gold Glove",1993,NL,NULL,C,8794,manwaki01,,,1965,7,15,USA,NY,Elmira,NULL,NULL,NULL,NULL,NULL,NULL,Kirt,Manwaring,NULL,"Kirt Dean",NULL,190,71.0,R,R,1987-09-15,1999-10-03,"Coastal Carolina",manwaki01,manwaki01,manwk001,manwaki01,manwaki01,1,0
grubeke01,"Gold Glove",1990,AL,NULL,3B,5554,grubeke01,,,1962,2,26,USA,TX,Houston,NULL,NULL,NULL,NULL,NULL,NULL,Kelly,Gruber,NULL,"Kelly Wayne",NULL,185,72.0,R,R,1984-04-20,1993-06-29,Texas,grubeke01,grubeke01,grubk001,grubeke01,grubeke01,1,0
lewisda01,"Gold Glove",1994,NL,NULL,OF,8219,lewisda01,,,1967,8,28,USA,CA,Berkeley,NULL,NULL,NULL,NULL,NULL,NULL,Darren,Lewis,NULL,"Darren Joel",NULL,189,72.0,R,R,1990-08-21,2002-07-30,"Cal St. Fullerton",lewisda01,lewisda01,lewid001,lewisda01,lewisda01,1,0
perezne01,"Gold Glove",2000,NL,NULL,SS,11080,perezne01,,,1973,6,2,D.R.,,"Villa Mella",NULL,NULL,NULL,NULL,NULL,NULL,Neifi,Perez,NULL,"Neifi Neftali (Diaz)",NULL,175,72.0,B,R,1996-08-31,2007-07-05,,perezne01,perezne01,peren001,perezne01,perezne01,1,0
hamptmi01,"NLCS MVP",2000,NL,NULL,,5758,hamptmi01,,,1972,9,9,USA,FL,Brooksville,NULL,NULL,NULL,NULL,NULL,NULL,Mike,Hampton,NULL,"Michael William",NULL,180,70.0,R,L,1993-04-17,NULL,,hamptmi01,hamptmi01,hampm001,hamptmi01,hamptmi01,1,0
brosisc01,"WS MVP",1998,ML,NULL,,1613,brosisc01,,brosisc01h,1966,8,15,USA,OR,Hillsboro,NULL,NULL,NULL,NULL,NULL,NULL,Scott,Brosius,NULL,"Scott David",NULL,185,73.0,R,R,1991-08-07,2001-10-06,Linfield,brosisc01,brosisc01,bross001,brosisc01,brosisc01,1,0
greensh01,"Gold Glove",1999,AL,NULL,OF,5436,greensh01,,,1972,11,10,USA,IL,"Des Plaines",NULL,NULL,NULL,NULL,NULL,NULL,Shawn,Green,NULL,"Shawn David",NULL,190,76.0,L,L,1993-09-28,2007-09-29,,greensh01,greensh01,grees001,greensh01,greensh01,1,0
cruzjo02,"Gold Glove",2003,NL,NULL,OF,3101,cruzjo02,,,1974,4,19,P.R.,,Arroyo,NULL,NULL,NULL,NULL,NULL,NULL,Jose,Cruz,NULL,"Jose Luis (Jr.)",NULL,190,72.0,B,R,1997-05-31,2008-06-05,Rice,cruzjo02,cruzjo02,cruzj004,cruzjo02,cruzjo02,1,0
izturce01,"Gold Glove",2004,NL,NULL,SS,6826,izturce01,,,1980,2,10,Venezuela,,Lara,NULL,NULL,NULL,NULL,NULL,NULL,Cesar,Izturis,NULL,"Cesar David",NULL,155,69.0,B,R,2001-06-23,NULL,,izturce01,izturce01,iztuc001,izturce01,izturce01,1,0
abreubo01,"Silver Slugger",2004,NL,NULL,OF,31,abreubo01,,,1974,3,11,Venezuela,,Maracay,NULL,NULL,NULL,NULL,NULL,NULL,Bobby,Abreu,NULL,"Bob Kelly",NULL,200,72.0,L,R,1996-09-01,NULL,,abreubo01,abreubo01,abreb001,abreubo01,abreubo01,1,0
winebo01,"Gold Glove",1963,NL,NULL,SS,15385,winebo01,winebo01m,,1938,9,17,USA,NY,"New York",NULL,NULL,NULL,NULL,NULL,NULL,Bobby,Wine,NULL,"Robert Paul (Sr.)",NULL,187,73.0,R,R,1960-09-20,1972-07-08,,winebo01,winebo01,wineb101,winebo01,winebo01,1,0
davalvi01,"Gold Glove",1964,AL,NULL,OF,3281,davalvi01,,,1936,7,31,Venezuela,NULL,Cabimas,NULL,NULL,NULL,NULL,NULL,NULL,Vic,Davalillo,NULL,"Victor Jose (Romero)",NULL,155,67.0,L,L,1963-04-09,1980-10-06,,davalvi01,davalvi01,davav101,davalvi01,davalvi01,1,0
nealch01,"Gold Glove",1959,NL,NULL,2B,10295,nealch01,,,1931,1,30,USA,TX,Longview,1996,11,18,USA,TX,Dallas,Charlie,Neal,NULL,"Charles Lenard",NULL,165,70.0,R,R,1956-04-17,1963-09-29,,nealch01,nealch01,nealc101,nealch01,nealch01,1,0
virdobi01,"Rookie of the Year",1955,NL,NULL,,14635,virdobi01,virdobi01m,virdobi01h,1931,6,9,USA,MI,"Hazel Park",NULL,NULL,NULL,NULL,NULL,NULL,Bill,Virdon,NULL,"William Charles",NULL,175,72.0,L,R,1955-04-12,1968-07-31,,virdobi01,virdobi01,virdb101,virdobi01,virdobi01,1,0
mclouna01,"Gold Glove",2008,NL,NULL,OF,17511,mclouna01,,,1981,10,28,USA,MI,Muskegon,NULL,NULL,NULL,NULL,NULL,NULL,Nate,McLouth,NULL,"Nathan Richard",NULL,185,71.0,L,R,2005-06-29,NULL,NULL,NULL,NULL,mclon001,NULL,mclouna01,1,0
laryfr01,"Gold Glove",1961,AL,NULL,P,7989,laryfr01,,,1930,4,10,USA,AL,Northport,NULL,NULL,NULL,NULL,NULL,NULL,Frank,Lary,NULL,"Frank Strong","Mule,Taters,The Yankee Killer",180,71.0,R,R,1954-09-14,1965-09-21,,laryfr01,laryfr01,laryf101,laryfr01,laryfr01,1,0
pinsova01,"Gold Glove",1961,NL,NULL,OF,11282,pinsova01,,pinsova01h,1938,8,11,USA,TN,Memphis,1995,10,21,USA,CA,Oakland,Vada,Pinson,NULL,"Vada Edward (Jr.)",NULL,181,71.0,L,L,1958-04-15,1975-09-28,,pinsova01,pinsova01,pinsv101,pinsova01,pinsova01,1,0
youkike01,"Gold Glove",2007,AL,NULL,1B,17117,youkike01,,,1979,3,15,USA,OH,Cincinnati,NULL,NULL,NULL,NULL,NULL,NULL,Kevin,Youkilis,NULL,"Kevin E.","Greek God of Walks",220,73.0,R,R,2004-05-15,NULL,Cincy,,,youkk001,,youklke01,1,0
jonesad01,"Gold Glove",2009,AL,NULL,OF,17985,jonesad01,,,1985,8,1,USA,CA,"San Diego",NULL,NULL,NULL,NULL,NULL,NULL,Adam,Jones,NULL,"Adam La Marque",NULL,200,74.0,R,R,2006-07-14,NULL,,NULL,NULL,jonea003,NULL,jonesad01,1,0
martiru01,"Gold Glove",2007,NL,NULL,C,17869,martiru01,,,1983,2,15,CAN,ON,"East York",NULL,NULL,NULL,NULL,NULL,NULL,Russell,Martin,NULL,"Russell Nathan Coltrane Jeanson",NULL,210,70.0,R,R,2006-05-05,NULL,"Chipola (FL) JC",NULL,NULL,martr004,NULL,martiru01,1,0
wainwad01,"Gold Glove",2009,NL,NULL,P,17523,wainwad01,,,1981,8,30,USA,GA,Brunswick,NULL,NULL,NULL,NULL,NULL,NULL,Adam,Wainwright,NULL,"Adam P.",NULL,205,79.0,R,R,2005-09-11,NULL,NULL,NULL,NULL,waina001,NULL,wainwad01,1,0
zimmery01,"Gold Glove",2009,NL,NULL,3B,17492,zimmery01,,,1984,9,28,USA,NC,Washington,NULL,NULL,NULL,NULL,NULL,NULL,Ryan,Zimmerman,NULL,Ryan,NULL,210,75.0,R,R,2005-09-01,NULL,Virginia,NULL,NULL,zimmr001,NULL,zimmery01,1,0
siebeno01,"Gold Glove",1958,AL,NULL,LF,13024,siebeno01,,,1933,7,26,USA,MO,"St. Louis",NULL,NULL,NULL,NULL,NULL,NULL,Norm,Siebern,NULL,"Norman Leroy",NULL,205,75.0,L,R,1956-06-15,1968-07-30,,siebeno01,siebeno01,siebn101,siebeno01,siebeno01,1,0
hubbske01,"Gold Glove",1962,NL,NULL,2B,6650,hubbske01,,,1941,12,23,USA,CA,Riverside,1964,2,13,USA,UT,Provo,Ken,Hubbs,NULL,"Kenneth Douglass",NULL,175,74.0,R,R,1961-09-10,1963-09-29,,hubbske01,hubbske01,hubbk101,hubbske01,hubbske01,1,0
francje02,"Gold Glove",2007,NL,NULL,OF,17406,francje02,,,1984,1,8,USA,GA,Atlanta,NULL,NULL,NULL,NULL,NULL,NULL,Jeff,Francoeur,NULL,"Jeffrey Braden",NULL,220,76.0,R,R,2005-07-07,NULL,NULL,NULL,NULL,franj004,NULL,francje02,1,0
maxvida01,"Gold Glove",1968,NL,NULL,SS,9007,maxvida01,,,1939,2,18,USA,IL,"Granite City",NULL,NULL,NULL,NULL,NULL,NULL,Dal,Maxvill,NULL,"Charles Dallan",NULL,160,71.0,R,R,1962-06-10,1975-09-28,,maxvida01,maxvida01,maxvd101,maxvida01,maxvida01,1,0
cardele01,"Gold Glove",1965,NL,NULL,SS,2113,cardele01,,cardele01h,1938,12,17,Cuba,NULL,Matanzas,NULL,NULL,NULL,NULL,NULL,NULL,Leo,Cardenas,NULL,"Leonardo Lazaro (Alfonso)","Chico,Mr. Automatic",163,70.0,R,R,1960-07-25,1975-09-26,,cardele01,cardele01,cardl101,cardele01,cardele01,1,0
brinked01,"Gold Glove",1972,AL,NULL,SS,1570,brinked01,,,1941,12,8,USA,OH,Cincinnati,NULL,NULL,NULL,NULL,NULL,NULL,Ed,Brinkman,NULL,"Edwin Albert",NULL,170,72.0,R,R,1961-09-06,1975-09-28,,brinked01,brinked01,brine101,brinked01,brinked01,1,0
hundlra01,"Gold Glove",1967,NL,NULL,C,6720,hundlra01,,,1942,6,1,USA,VA,Martinsville,NULL,NULL,NULL,NULL,NULL,NULL,Randy,Hundley,NULL,"Cecil Randolph (Jr.)",Rebel,175,72.0,R,R,1964-09-27,1977-09-25,,hundlra01,hundlra01,hundr101,hundlra01,hundlra01,1,0
