playerID,nameFirst,nameLast,birthCity,MVP,GoldGlove
perezge01,George,Perez,"San Fernando",0,0
ortizju01,Junior,Ortiz,Humacao,0,0
massemi01,Mike,Massey,Galveston,0,0
macdomi01,Mike,MacDougal,"Las Vegas",0,0
jonesha01,Hal,Jones,Louisiana,0,0
haliced01,Ed,Halicki,Newark,0,0
gossedi01,Dick,Gossett,Dennison,0,0
devoral01,Al,DeVormer,"Grand Rapids",0,0
daalom01,Omar,Daal,Maracaibo,0,0
bowmajo01,Joe,Bowman,"Kansas City",0,0
bevacku01,Kurt,Bevacqua,"Miami Beach",0,0
willike02,Kenny,Williams,Berkeley,0,0
yankoge01,George,Yankowski,Cambridge,0,0
badenbu01,Burke,Badenhop,Atlanta,0,0
stroppe01,Pedro,Strop,"San Cristobal",0,0
thompti01,Tim,Thompson,Coalport,0,0
skalsjo01,Joe,Skalski,Burnham,0,0
searske01,Ken,Sears,Streator,0,0
pozoar01,Arquimedez,Pozo,"Santo Domingo",0,0
milleda02,Damian,Miller,LaCrosse,0,0
mchenva01,Vance,McHenry,Chico,0,0
caseyse01,Sean,Casey,Willingboro,0,0
kienzbi01,Bill,Kienzle,Philadelphia,0,0
hodgeed01,Ed,Hodge,Bellflower,0,0
hearrje01,Jeff,Hearron,"Long Beach",0,0
fairbji01,Jim,Fairbank,Deansboro,0,0
durazer01,Erubiel,Durazo,Hermosillo,0,0
carbobe01,Bernie,Carbo,Detroit,0,0
bryando01,Don,Bryant,Jasper,0,0
albosed01,Ed,Albosta,Saginaw,0,0
watkisc01,Scott,Watkins,Tulsa,0,0
proctsc01,Scott,Proctor,Stuart,0,0
sprinde01,Dennis,Springer,Fresno,0,0
raudo01,Doug,Rau,Columbus,0,0
newelto01,Tom,Newell,Monrovia,0,0
morriwa01,Walter,Morris,Rockwall,0,0
lewisfr01,Fred,Lewis,Buffalo,0,0
lafited01,Ed,Lafitte,"New Orleans",0,0
hurstja01,James,Hurst,Plantation,0,0
gastoal01,Alex,Gaston,"New York",0,0
forstte01,Terry,Forster,"Sioux Falls",0,0
coopegu01,Guy,Cooper,Rome,0,0
clarkbo04,Bobby,Clark,Sacramento,0,0
beckeri01,Rich,Becker,Aurora,0,0
baileho01,Howard,Bailey,"Grand Haven",0,0
fostero02,Robert,Foster,Philadelphia,0,0
vernojo01,Joe,Vernon,Mansfield,0,0
sullifr01,Frank,Sullivan,Hollywood,0,0
sadowbo02,Bob,Sadowski,Pittsburgh,0,0
roberda07,Dave,Roberts,Okinawa,0,0
perduhu01,Hub,Perdue,Bethpage,0,0
ortizhe01,Hector,Ortiz,"Rio Piedras",0,0
masonmi01,Mike,Mason,Faribault,0,0
maccofr01,Frank,MacCormack,"Jersey City",0,0
jonesfi01,Fielder,Jones,Shinglehouse,0,0
haleod01,Odell,Hale,Hosston,0,0
goryljo01,Johnny,Goryl,Cumberland,0,0
devliji02,Jim,Devlin,Troy,0,0
czajkji01,Jim,Czajkowski,Parma,0,0
bowmabo01,Bob,Bowman,Keystone,0,0
betteje01,Jeff,Bettendorf,Lompoc,0,0
willima01,Marsh,Williams,Faison,0,0
yarriru01,Rube,Yarrison,Montgomery,0,0
bowkejo01,John,Bowker,Sacramento,0,0
gorecre01,Reid,Gorecki,Queens,0,0
thompry01,Ryan,Thompson,Chestertown,0,0
siwyji01,Jim,Siwy,"Central Falls",0,0
seamaki01,Kim,Seaman,Pascagoula,0,0
powerle01,Les,Powers,Seattle,0,0
millech03,Charlie,Miller,Conestoga,0,0
mchalji01,Jim,McHale,"Miners Mills",0,0
kiefest01,Steve,Kiefer,Chicago,0,0
hodapjo01,Johnny,Hodapp,Cincinnati,0,0
hearned01,Ed,Hearne,Ventura,0,0
fahrje01,Jerry,Fahr,Marmaduke,0,0
dupeefr01,Frank,Dupee,Monkton,0,0
caprora01,Ralph,Capron,Minneapolis,0,0
bruyeed01,Ed,Bruyette,Manawa,0,0
alberjo01,Jose,Alberro,"San Juan",0,0
watsobo01,Bob,Watson,"Los Angeles",0,0
bellhe01,Heath,Bell,Oceanside,0,0
reyesjo02,Jose,Reyes,Barahona,0,0
spratha01,Harry,Spratt,Broadford,0,0
ratlige01,Gene,Ratliff,Macon,0,0
nevinal01,Alexander,Nevin,"Allegheny City",0,0
morrijo06,John,Morris,Lewes,0,0
lewisbe01,Bert,Lewis,Tonawanda,0,0
ladedo01,Doyle,Lade,Fairbury,0,0
hurleje02,Jerry,Hurley,"New York",0,0
gasparo01,Rod,Gaspar,"Long Beach",0,0
formabi01,Bill,Forman,Venango,0,0
coopecl01,Claude,Cooper,Troup,0,0
claredo01,Doug,Clarey,"Los Angeles",0,0
beckech01,Charlie,Becker,Washington,0,0
baileed01,Ed,Bailey,"Strawberry Plains",0,0
hoganed02,Ed,Hogan,NULL,0,0
veresda01,Dave,Veres,Montgomery,0,0
sullida01,Dan,Sullivan,Providence,0,0
sadecra01,Ray,Sadecki,"Kansas City",0,0
roberda04,Dale,Roberts,Owenton,0,0
perazlu01,Luis,Peraza,"Rio Piedras",0,0
ortegph01,Phil,Ortega,Gilbert,0,0
masondo01,Don,Mason,Boston,0,0
maaske01,Kevin,Maas,"Castro Valley",0,0
jonesdi01,Dick,Jones,Meadville,0,0
halech01,Chip,Hale,"San Jose",0,0
gormato03,Tom,Gorman,Portland,0,0
devinha01,Hal,Deviney,Newton,0,0
cuyleki01,Kiki,Cuyler,Harrisville,0,0
bowliwe01,Weldon,Bowlin,Paragould,0,0
betemwi01,Wilson,Betemit,"Santo Domingo",0,0
willimi02,Mitch,Williams,"Santa Ana",0,0
yeabsbe01,Bert,Yeabsley,Philadelphia,0,0
serraal01,Alex,Serrano,Barcelona,0,0
avilaal01,Alex,Avila,Hialeah,0,0
voisebi01,Bill,Voiselle,Greenwood,0,0
thompma01,Mark,Thompson,Russellville,0,0
sisledi01,Dick,Sisler,"St. Louis",0,0
scuddsc01,Scott,Scudder,Paris,0,0
powerdo01,Doc,Powers,Pittsfield,0,0
millebo03,Bob,Miller,Berwyn,0,0
mcguiry01,Ryan,McGuire,Bellflower,0,0
kidama01,Masao,Kida,Tokyo,0,0
hockech01,Chuck,Hockenbery,LaCrosse,0,0
heardch01,Charlie,Heard,Philadelphia,0,0
faginfr01,Fred,Fagin,NULL,0,0
dunnist01,Steve,Dunning,Denver,0,0
cappuge01,George,Cappuzzello,Youngstown,0,0
brushbo01,Bob,Brush,Osage,0,0
akersbi01,Bill,Akers,Chattanooga,0,0
watsomi01,Milt,Watson,Flovilla,0,0
phillpa01,Paul,Phillips,Demopolis,0,0
huberjo01,Jon,Huber,Sacramento,0,0
spragho01,Homer,Spragins,Grenada,0,0
rathfr01,Fred,Rath,"Little Rock",0,0
neugeni01,Nick,Neugebauer,Riverside,0,0
morrie01,James,Morris,NULL,0,0
lewalde01,Dennis,Lewallyn,Pensacola,0,0
lacyke01,Kerry,Lacy,Chattanooga,0,0
hurdto01,Tom,Hurd,Danville,0,0
garvene01,Ned,Garver,Ney,0,0
fordybr01,Brook,Fordyce,"New London",0,0
coonejo01,Johnny,Cooney,Cranston,0,0
clappaa01,Aaron,Clapp,Ithaca,0,0
beckzi01,Zinn,Beck,Steubenville,0,0
bailebi01,Bill,Bailey,"Fort Smith",0,0
bondeje01,Jeremy,Bonderman,Kennewick,0,0
verblge01,Gene,Verble,Concord,0,0
sullibi03,Billy,Sullivan,Oakland,0,0
sabeler01,Erik,Sabel,"West Lafayette",0,0
robersi01,Sid,Roberson,Jacksonville,0,0
peppedo01,Don,Pepper,"Saratoga Sprgs.",0,0
orsinjo01,John,Orsino,Teaneck,0,0
maskrha01,Harry,Maskrey,Mercer,0,0
lystobi01,John,Lyston,"Near Baltimore",0,0
jonesda01,Davy,Jones,Cambria,0,0
halasge01,George,Halas,Chicago,0,0
gormaho01,Howie,Gorman,Pittsburgh,0,0
devench01,Charlie,Devens,Milton,0,0
cusicto01,Tony,Cusick,Limerick,0,0
bowlegr01,Grant,Bowler,Denver,0,0
bestka01,Karl,Best,Aberdeen,0,0
willipo01,Pop,Williams,Bowdoinham,0,0
yeatmbi01,Bill,Yeatman,Alexandria,0,0
burriem01,Emmanuel,Burriss,Washington,0,0
nunezjh01,Jhonny,Nunez,"San Jose de las Matas",0,0
pagejo01,Joe,Page,"Cherry Valley",0,0
thompjo01,Jocko,Thompson,Beverly,0,0
siscost01,Steve,Sisco,"Thousand Oaks",0,0
scottto01,Tony,Scott,Cincinnati,0,0
powelra01,Ray,Powell,"Siloam Springs",0,0
millebi04,Bill,Miller,Minersville,0,0
mcgui01,NULL,McGuire,NULL,0,0
furcara01,Rafael,Furcal,"Loma de Cabrera",0,0
keysebr01,Brian,Keyser,"Castro Valley",0,0
hoblidi01,Dick,Hoblitzel,Waverly,0,0
healyfr02,Fran,Healy,Holyoke,0,0
faedole01,Lenny,Faedo,Tampa,0,0
dunnst02,Steve,Dunn,Champaign,0,0
cantwto01,Tom,Cantwell,Washington,0,0
bruneju01,Justin,Brunette,"Los Alamitos",0,0
aitonge01,George,Aiton,Kingman,0,0
watted01,Eddie,Watt,Lamoni,0,0
garcija01,Santiago,Casilla,Nizao,0,0
burrebr01,Brian,Burres,"Oregon City",0,0
spoonka01,Karl,Spooner,"Oriskany Falls",0,0
raschvi01,Vic,Raschi,"West Springfield",0,0
netzemi01,Milo,Netzel,Eldred,0,0
morribu01,Bugs,Morris,"Weir City",0,0
levisje01,Jesse,Levis,Philadelphia,0,0
lacocpe01,Pete,LaCock,Burbank,0,0
huntewi01,Willard,Hunter,Newark,0,0
garrifo01,Ford,Garrison,Greenville,0,0
fordte01,Ted,Ford,Vineland,0,0
coonebi01,Bill,Cooney,Boston,0,0
clancbu01,Bud,Clancy,Odell,0,0
beckfr01,Frank,Beck,Poughkeepsie,0,0
bahred01,Ed,Bahr,Rouleau,0,0
reyesre01,Rene,Reyes,Margarita,0,0
verasqu01,Quilvio,Veras,"Santo Domingo",0,0
sulli01,NULL,Sullivan,NULL,0,0
rybami01,Mike,Ryba,DeLancey,0,0
robelto01,Tony,Robello,"San Leandro",0,0
peoplji01,Jimmy,Peoples,"Big Beaver",0,0
orrbi01,Billy,Orr,"San Francisco",0,0
masaoon01,Onan,Masaoka,Hilo,0,0
lyonste01,Ted,Lyons,"Lake Charles",0,0
jonesco01,Cowboy,Jones,Golden,0,0
haislji01,Jim,Haislip,Farmersville,0,0
gorecri01,Rick,Gorecki,"Evergreen Park",0,0
dettoto01,Tom,Dettore,Canonsburg,0,0
curtrgu01,Guy,Curtright,Holliday,0,0
bowerst01,Stew,Bowers,"New Freedom",0,0
besanfr01,Fred,Besana,Lincoln,0,0
williri02,Rinaldo,Williams,"Santa Cruz",0,0
yelloch01,Chief,"Yellow Horse",Pawnee,0,0
masteju01,Justin,Masterson,Kingston,0,0
everito01,Tommy,Everidge,"Santa Rosa",0,0
thompha01,Harry,Thompson,Nanticoke,0,0
singtfr01,Fred,Sington,Birmingham,0,0
scottmi01,Milt,Scott,Chicago,0,0
powelji01,Jim,Powell,Richmond,0,0
millafr01,Frank,Millard,"East St. Louis",0,0
mcgrima01,Mark,McGrillis,Philadelphia,0,0
ketchfr01,Fred,Ketchum,Elmira,0,0
hobaued01,Ed,Hobaugh,Kittanning,0,0
hazledo01,Doc,Hazleton,Strafford,0,0
faberre01,Red,Faber,Cascade,0,0
dunnji01,Jim,Dunn,Valdosta,0,0
canseoz01,Ozzie,Canseco,Havana,0,0
brunato01,Tom,Brunansky,Covina,0,0
aingeda01,Danny,Ainge,Eugene,0,0
waybo01,Bob,Way,Emlenton,0,0
cabrefe01,Fernando,Cabrera,"Toja Baja",0,0
hannaja01,Jack,Hannahan,"St. Paul",0,0
spognan01,Andy,Spognardi,Boston,0,0
rappea01,Earl,Rapp,Corunna,0,0
nessja01,Jack,Ness,Chicago,0,0
moronji01,Jim,Moroney,Boston,0,0
leverho01,Hod,Leverette,Shreveport,0,0
lachema01,Marcel,Lachemann,"Los Angeles",0,0
hunteji01,Jim,Hunter,"Jersey City",0,0
garrewa01,Wayne,Garrett,Brooksville,0,0
fordge01,Gene,Ford,Milton,0,0
coombda01,Danny,Coombs,Lincoln,0,0
clackbo01,Bobby,Clack,NULL,0,0
bechtge01,George,Bechtel,Philadelphia,0,0
baezke01,Kevin,Baez,Brooklyn,0,0
mendeca01,Carlos,Mendez,Caracas,0,0
halljo03,Josh,Hall,Lynchburg,0,0
venabma01,Max,Venable,Phoenix,0,0
sukefcl01,Clyde,Sukeforth,Washington,0,0
ryanmi02,Mike,Ryan,Haverhill,0,0
roachsk01,Skel,Roach,Danzig,0,0
pennybr01,Brad,Penny,Blackwell,0,0
ormege01,George,Orme,Lebanon,0,0
martybo01,Bob,Martyn,Weiser,0,0
lyonsha01,Harry,Lyons,Chester,0,0
jonesch05,Chris,Jones,Utica,0,0
hairsje01,Jerry,Hairston,Birmingham,0,0
gordoke01,Keith,Gordon,Bethesda,0,0
destror01,Orestes,Destrade,"Santiago De Cuba",0,0
curtiha01,Harry,Curtis,Portland,0,0
bowerfr01,Frank,Bowerman,Romeo,0,0
bertore01,Reno,Bertoia,"St. Vito Udine",0,0
willist01,Steamboat,Williams,Cascade,0,0
yettri01,Rich,Yett,Pomona,0,0
wilsobo02,Bobby,Wilson,Dunedin,0,0
torreca01,Carlos,Torres,"Santa Cruz",0,0
mizejo01,Johnny,Mize,Demorest,0,0
thompfr03,Fresco,Thompson,Centreville,0,0
singlch01,Chris,Singleton,Martinez,0,0
scottjo01,John,Scott,Jackson,0,0
powelja02,Jack,Powell,Holcomb,0,0
mileymi01,Mike,Miley,"Yazoo City",0,0
mcgrato01,Tom,McGraw,Portland,0,0
gonzalu01,Luis,Gonzalez,Tampa,0,0
kerwida01,Dan,Kerwin,Philadelphia,0,0
hittro01,Roy,Hitt,Carleton,0,0
haywora01,Ray,Hayworth,"High Point",0,0
eyresc01,Scott,Eyre,Inglewood,0,0
dunleja01,Jack,Dunleavy,Harrison,0,0
canneri01,Rip,Cannell,"South Bridgton",0,0
brumlmi01,Mike,Brumley,Granite,0,0
aguirha01,Hank,Aguirre,Azusa,0,0
weathro01,Roy,Weatherly,Warren,0,0
izturma01,Maicer,Izturis,Barquisimeto,0,0
